SMILES,melting_point,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
CCCCCCCCOC(C)=O,-38.5,2,0,7,0.636364,2.91,50.009,172.146,5.37957,277,9,44,42,5.11111,3.08333
OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,115,1,1,0,0,4.0058,48.1468,229.886,17.6835,140,17,54,63,5.80556,2.44444
COC1=C(O)C=C2OC(=O)C=CC2=C1,204,4,1,1,0.0666667,1.5072,50.7008,192.042,8.72919,288,21,72,84,5.05556,3.13889
FC1=C(F)C(F)=C(CBr)C(F)=C1F,19,0,0,1,0.0769231,3.277,38.863,259.926,17.3284,220,23,64,77,6.91667,3
COC1=CC=C(C=C1)C(=O)C1=NOC(=C1S(=O)(=O)C1=CC=CC=C1)C1=CC=CC=C1,161,6,0,6,0.181818,4.414,110.259,419.083,8.91665,2315,51,160,192,9.20139,6.63889
CC(C)(C)N(NC(=O)C1=CC=CC=C1)C(=O)C1=CC=C(C=C1)[N+]([O-])=O,250.5,4,1,3,0.115385,3.1805,92.9271,341.138,7.75313,1550,38,126,144,10.3403,5.44444
N#CCCP(CCC#N)C1=CC=CC=C1,73,2,0,5,0.333333,2.62116,63.19,216.082,7.7172,402,17,64,69,4.97222,3.77778
CCCCC(CC)CCl,-70,0,0,5,0.625,3.4416,44.026,148.102,5.69623,104,8,32,32,4.36111,2.5
OC(=O)CCCCCCCCC#C,42,1,1,8,0.666667,2.825,53.4048,182.131,5.87518,354,10,48,46,5.36111,3.33333
ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,145.5,2,0,1,0.05,3.5028,69.296,256.029,9.48256,567,30,98,119,5.77778,3.91667
FC1=C(C=CC(Br)=C1)S(Cl)(=O)=O,64.5,2,0,1,0.0833333,2.5157,47.1388,271.871,18.1247,186,16,60,67,6.14583,2.52778
COC1=NC2=NC(=NN2C(OC)=C1)S(=O)(=O)NC1=C(Cl)C(C)=CC=C1Cl,211,8,1,5,0.178571,2.55752,95.8935,417.007,10.6925,1637,45,140,168,10.3125,5.68056
CCCCCCCCOC(=O)C1=CC=C(O)C=C1,52,3,1,8,0.444444,3.9095,71.7653,250.157,6.25392,804,20,78,83,6.33333,4.36111
COC1=C(F)C(=CC(F)=C1F)C(O)=O,115,2,1,2,0.142857,1.8107,39.8273,206.019,10.8431,278,23,68,80,7.16667,3.22222
CCOC(C)=O,-0.4,2,0,1,0.2,0.5694,22.307,88.0524,6.28946,32,3,20,18,3.61111,1.58333
CN1C=NC2=C1C(=O)NC(=O)N2C,357,5,1,0,0,-1.0397,46.5757,180.065,8.57451,214,21,70,85,5.41667,2.80556
ClC1=CC=C(OC(=O)C2=CC=C(C=C2)C(=O)OC2=CC=C(Cl)C=C2Cl)C(Cl)=C1,217,4,0,4,0.133333,6.7386,109.283,453.933,11.9456,2400,43,144,166,10.1111,6.11111
FC(F)(F)COS(=O)(=O)C(Cl)(Cl)Cl,-70,3,0,2,0.166667,2.2228,41.2168,279.874,18.6583,250,16,64,68,8.6875,2.5625
OC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,144.5,5,1,2,0.153846,1.2086,41.4156,184.012,10.8242,228,19,62,71,6.30556,2.94444
[O-][N+](=O)C1=CC=C(C=C1)C1=N\C(=C/C2=CC=CC=C2)C(=O)O1,236,5,0,3,0.125,2.9393,80.1444,294.064,9.1895,1165,31,114,132,6.77778,4.83333
CC1=CC(C(=O)C(F)(F)F)=C(O)C=C1,41,2,1,1,0.0714286,2.44562,43.2293,204.04,9.71618,286,20,70,79,7.25694,2.97222
CS(=O)(=O)C1=CC=C(C=C1)C(=O)CCC(O)=O,170,4,1,5,0.294118,1.1376,60.7521,256.041,8.82898,582,22,82,90,8.00694,3.69444
CCCNC(=O)NNC(=O)OCC,95,3,3,3,0.25,0.3567,46.9831,189.111,6.75398,312,12,50,50,5.97222,3.33333
NCCCC1C=NNC1=O,216,3,2,3,0.3,-0.5429,38.4131,141.09,6.71858,128,9,44,48,3.72222,2.44444
NC1=NC=NC2=C1N=CN2CC1=C(F)C=CC=C1Cl,245,5,1,2,0.0952381,2.2493,70.2474,277.053,9.89475,685,30,102,122,6.02778,4.13889
OC(=O)C1=C(O)C=C(F)C=C1,191,2,2,1,0.0909091,1.2295,35.0241,156.022,9.75139,150,14,52,58,5.19444,2.47222
CC1=CCCC1,-126.5,0,0,0,0,2.1166,27.608,82.0783,5.12989,26,2,26,27,2.11111,1.41667
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2O,165,2,1,0,0,3.6552,82.6228,286.193,6.08922,802,44,126,160,7.04167,4.30556
CC1=C(O)C(C)=C(C)C(O)=C1,173,2,2,0,0,2.02306,43.9826,152.084,6.61234,140,17,54,63,5.80556,2.44444
ClC1=CC=C(C=C2N=C(OC2=O)C2=CC=CC=C2)C(Cl)=C1,180,3,0,2,0.0869565,4.3379,83.51,317.001,10.5667,980,30,110,128,6.52778,4.58333
CC(=O)C1=CC=C(I)S1,128,2,0,1,0.111111,2.5553,47.0405,251.911,17.9936,87,8,42,46,4.08333,2.02778
COC(=O)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,156,8,0,4,0.210526,1.1978,57.7447,271.008,11.292,640,31,92,107,9.63889,4.33333
ClC(=O)C1=CC(Cl)=C(Cl)C=C1,32,1,0,1,0.0909091,3.3724,46.6455,207.925,14.8518,152,14,52,58,5.19444,2.47222
COC1=CC=C(C(O)=O)C(C)=C1,179,2,1,2,0.166667,1.70182,44.6903,166.063,7.54832,197,16,56,63,5.44444,2.80556
CCC(O)(CC)CC,-0.5,1,1,3,0.428571,1.9475,35.8228,116.12,4.83834,64,9,32,34,4.8125,2.125
CC1=CC=C2CCC(=O)C2=C1,58,1,0,0,0,2.12392,43.8305,146.073,6.95586,140,14,58,68,3.69444,2.38889
CC(CC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=C(C)C=C(O)C(=C1)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C,186.5,3,3,5,0.119048,9.94686,169.506,544.392,5.9173,4864,73,218,258,19.4931,8.16667
CCCC(O)=O,-3,1,1,2,0.4,0.8711,22.5438,88.0524,6.28946,32,3,20,18,3.61111,1.58333
NC1=CC2=C(C=CC=C2)C2=CC=CC=C12,138.3,1,1,0,0,3.5752,65.8664,193.089,7.42651,322,25,82,99,3.80556,3.27778
CC1C2CC(OC(C)=O)C3C(C2O)(C(O)CC2C(C)(C)CCC(OC(C)=O)C32C)C1=O,246,7,2,2,0.0588235,2.2591,110.552,436.246,6.51114,2066,72,182,234,13.9097,6.40278
CC1=CC(C)=C(C)C=C1O,72,1,1,0,0,2.31746,42.3178,136.089,6.18586,111,13,48,54,4.94444,2.22222
CSC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC=N1,164,9,3,3,0.136364,-0.8403,70.1134,298.074,8.76687,765,34,108,133,6.88889,4.52778
OC(=O)C1CC1C(=O)NC1=C(Cl)C=C(Cl)C=C1,195.5,2,2,3,0.166667,2.6526,64.3245,272.996,10.4998,560,23,88,103,7.02778,3.69444
C1CN(CCN1)C1=NC=CC=N1,33,4,1,1,0.0769231,-0.1138,47.1147,164.106,6.83776,198,14,58,65,2.72222,2.77778
CC1=NC2=C(\N=N\C3=CC(Cl)=C(Cl)C=C3Cl)C(N)=NN2C(=C1)C(F)(F)F,228,6,1,2,0.0714286,6.01432,92.7864,421.983,12.4113,1666,44,142,169,10.9236,5.41667
CC1=CC(C)=C(Br)C(C)=C1,-3,0,0,0,0,3.37436,48.353,198.004,9.42878,110,13,48,54,4.94444,2.22222
N#CC1=CC2=C(NC=C2)N=C1,228,2,1,0,0,1.43458,40.8087,143.048,8.94052,147,13,56,65,3.08333,2.52778
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,157,2,2,4,0.2,4.3641,77.5265,295.017,9.83389,706,27,94,107,6.91667,4.25
CNC(=O)N(C)C1=NN=C(S1)C(F)(F)F,136.5,4,1,1,0.0666667,1.3325,47.7697,240.029,10.9104,375,20,74,84,7.50694,3.30556
C(CC1=CC=CC2=C1C=CC=C2)C1=CC=CC2=CC=CC=C12,161.5,0,0,3,0.12,5.7782,95.304,282.141,7.05352,1083,35,118,140,4.66667,4.86111
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,97,4,0,8,0.275862,4.2148,112.523,386.203,6.77549,1893,41,136,159,8.11806,6.26389
CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,114,3,2,5,0.192308,3.7688,96.9716,325.204,6.37655,1542,35,122,140,7.27778,5.33333
CC1(C)C2CC3C(C2)C13C(O)=O,151.3,1,1,1,0.0714286,1.7532,43.5538,166.099,6.38844,157,19,80,111,5.06944,2.34028
COC1=CC=C(Cl)C=C1I,48,1,0,1,0.1,2.9532,50.721,267.915,16.7447,116,12,46,51,4.33333,2.36111
C[C@]12CC[C@](O)([C@H]3O[C@@]13CCC2=O)[C@H]1C[C@@]23O[C@@H]2C(=O)CC[C@]3(C)C1=O,182.05,6,1,1,0.0322581,1.1139,87.2018,360.157,7.20315,1418,62,176,241,9.22917,5.05556
CC(=O)OCC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,184.5,4,1,3,0.1,4.0585,102.84,374.246,6.13518,1772,53,154,191,9.76389,5.66667
NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O,81.5,4,1,3,0.157895,3.6227,69.0348,264.03,9.7789,626,27,90,104,6.66667,4.02778
CC12CCC3C(CCC33CCC(=O)O3)C1CCC1=CC(=O)CCC21C,157.5,3,0,0,0,4.5941,94.767,342.219,6.22217,1306,54,154,198,7.85417,5.07639
CSC1=CC=C(C=C1)C1=NN=NN1,215,4,1,2,0.142857,1.5886,51.3947,192.047,9.14509,257,15,64,73,3.58333,3.02778
CCCC(=O)N(C)C,-40,1,0,2,0.285714,0.8747,33.602,115.1,5.48094,70,7,30,30,4.72222,2.02778
CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,158,5,0,3,0.12,2.64078,86.839,305.128,8.02968,1169,38,120,144,7.63889,5.25
O=N(=O)C1=CC2=C(ON=N2)C(=C1)N(=O)=O,158,7,0,2,0.125,1.0392,45.1128,210.003,12.3531,336,22,78,92,5.91667,3.27778
CC(NC(=O)COC(=O)C1=CC=CC=C1)C(N)=O,201.5,4,2,5,0.277778,-0.1666,63.5236,250.095,7.81548,715,22,82,89,7.55556,4.13889
COC1=CC(=CC(=C1)N(=O)=O)N(=O)=O,105.3,5,0,3,0.214286,1.5116,46.3028,198.028,9.90138,296,19,66,74,6.55556,3.22222
OCC1=C(C=C(F)C=C1)C(F)(F)F,56,1,1,1,0.0769231,2.3368,37.3248,194.035,10.2124,230,18,64,72,6.39583,2.86111
COC1=CC(Br)=CC(OC)=C1OC,78.5,3,0,3,0.230769,2.4749,53.798,245.989,10.2495,234,19,60,69,5.69444,3.22222
OC(=O)C1=C(C=CS1)N1C=CC=C1,166,3,1,2,0.142857,2.237,50.6053,193.02,9.65099,235,15,66,77,4.19444,2.91667
C[N+]([O-])=O,-0.5,2,0,0,0,-0.1071,12.9184,61.0164,8.71663,9,0,12,9,3.11111,1
CC1=C(C)C(C)=C2C(=O)OC3(CC2=C1C)C(=O)C1=CC=CC=C1C3=O,257,4,0,0,0,3.45118,92.3435,334.121,7.77024,1267,55,146,187,9.78472,5.27778
ClCC#CCN1C(=O)C2=CC=CC=C2C1=O,117.5,2,0,1,0.0588235,1.5248,60.305,233.024,9.70935,442,24,80,95,5.55556,3.72222
CC1=CCCCC1,-0.45,0,0,0,0,2.5067,32.225,96.0939,5.05757,42,5,30,31,2.36111,1.66667
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,34,1,1,6,0.3,3.5126,38.3748,345.986,15.0429,784,48,112,140,14.5347,4.25
CC(C)C1CCC(C)CC1OC(=O)C(C(C)C(C(C)=O)C(=O)OC1CC(C)CCC1C(C)C)C(C)=O,200,6,0,10,0.27027,6.0409,139.952,506.361,5.88792,4037,60,180,209,16.6667,7.94444
CCOC(=O)CC1=CC=CC=C1,-0.4,2,0,3,0.25,1.7922,46.779,164.084,6.83682,221,12,52,55,4.22222,2.91667
OC(=O)[C@@H]1[C@H]2C[C@H](C=C2)[C@H]1C(O)=O,185,2,2,2,0.142857,0.5939,42.9886,182.058,7.91556,219,17,70,85,5.41667,2.80556
C1COC=CC1,-70,1,0,0,0,1.3105,24.326,84.0575,6.00411,27,3,24,24,1.5,1.5
CC1=CC=CC=C1C=C1C(=O)OC(C)(C)OC1=O,142,4,0,1,0.0526316,2.21452,65.419,246.089,7.69029,597,27,94,108,7.36806,3.83333
NC(=N)C1=CC=C(N)C=C1,182,2,3,1,0.1,0.55287,41.8705,135.08,7.10946,120,11,46,50,4.33333,2.27778
CC(=O)OCC=C,6,2,0,2,0.333333,0.7355,26.83,100.052,6.67016,52,4,24,22,3.86111,1.83333
CC(C)(C)OC(=O)NCC#C,42,2,1,1,0.1,1.1443,43.0697,155.095,6.46228,178,9,46,45,6.17361,2.54167
CC(=C)C1(O)C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,225,7,3,1,0.0384615,-1.5029,69.5414,310.105,7.75263,774,59,150,211,9.02778,4.29167
CN(CC1=CC=C2NC(C)=NC(=O)C2=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,182,7,4,9,0.264706,1.97722,119.287,458.126,8.48381,3432,48,164,189,12.3333,6.97222
CC1(O)CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,192.5,2,1,0,0,4.3492,87.3578,304.24,5.63408,907,48,134,171,7.99306,4.40972
CC1OC(=O)C(C)OC1=O,124,4,0,0,0,-0.1366,31.108,144.042,8.00235,111,13,48,54,4.94444,2.22222
OC1=CC=C(C(O)=C1)[N+]([O-])=O,122,4,2,1,0.0909091,1.006,36.426,155.022,9.68887,150,14,52,58,5.19444,2.47222
[O-][N+](=O)C1=CN=C2C=CC=CN12,205,4,0,1,0.0769231,1.2425,41.8464,163.038,9.59048,182,16,62,73,3.94444,2.66667
CC(C)CC1CCCC1,-0.2,0,0,2,0.222222,3.2227,41.413,126.141,4.67188,93,6,40,42,3.47222,2.08333
CCOC(=O)NC1=CC=CC(OC(=O)NC2=CC=CC=C2)=C1,120,4,2,4,0.173913,3.8659,83.1754,300.111,7.89766,1241,27,104,114,7.05556,5.08333
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O,150,5,3,6,0.3,0.909,72.5667,322.012,10.0629,880,29,94,106,9.27778,4.61111
C1CCC2C(C1)CCC1C3CCCCC3CCC21,115,0,0,0,0,5.4192,76.344,246.235,5.12989,545,32,102,125,3.66667,3.88889
CC(CC(O)=O)C(O)=O,117.5,2,2,3,0.375,0.1818,29.0526,132.042,7.76719,96,8,36,36,5.58333,2.11111
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,228.5,4,0,1,0.0416667,3.2717,82.154,294.067,9.1896,822,37,116,140,5.02778,4.55556
COC1=C(OC)C=C(C(=C1)C(C1=CC=C(C)O1)C1=CC=C(C)O1)[N+]([O-])=O,98,6,0,6,0.214286,4.59504,94.0354,357.121,7.93603,1496,41,136,162,9.61111,5.83333
CN1CC(CC1=O)C(O)=O,152,2,1,1,0.1,-0.4507,33.3798,143.058,7.52938,115,11,48,54,4.94444,2.22222
OC1=CC=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,246,3,1,1,0.05,3.1656,69.5848,238.063,8.50225,586,28,96,113,5.16667,3.91667
CC1=C(O)C=CC(N)=C1,176.5,2,2,0,0,1.28282,37.2562,123.068,6.83713,84,10,42,46,4.08333,2.02778
NC1=NC=NC(NC2=CC=CC=C2)=N1,235.5,5,2,2,0.133333,1.1974,53.9641,187.086,8.13417,322,16,68,75,3.83333,3.16667
CCOOCC,-70,2,0,3,0.6,0.9744,23.252,90.0681,5.62925,35,3,18,16,3,1.75
CC(=NNC(N)=O)C1=CC2(C)CCC1C2(C)C,218,2,2,2,0.111111,2.4131,68.5231,235.168,6.18864,506,27,94,115,7.81944,3.53472
C1CN(CCN1C1=CC=CC=C1)C1=CC=CC=C1,165,2,0,2,0.1,3.0132,77.31,238.147,6.61519,657,25,92,106,3.94444,4.05556
O=C(SSC(=O)C1=CC=CC=C1)C1=CC=CC=C1,134.5,4,0,2,0.105263,4.0486,76.727,274.012,9.78615,689,23,86,96,5.44444,4.13889
CC1=CC(C)=CC(=O)O1,51.5,2,0,0,0,1.25664,34.452,124.052,7.2972,84,9,42,45,4.08333,2
CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,71,5,0,4,0.2,2.0576,70.9818,286.087,7.73209,691,29,102,119,8.31944,3.98611
CC(C)C(C)\C=C\C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3=CCC12C,146,1,1,4,0.125,7.2509,123.458,394.324,5.55385,2228,57,164,203,10.875,6.11111
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,-64,4,0,6,0.3,3.3122,76.683,278.152,6.62266,878,26,92,101,8.66667,4.58333
CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,136.8,4,1,3,0.125,3.4901,91.6547,311.109,7.97716,1017,36,116,139,6.86806,4.93056
OCC(O)C(O)C(O)C(=O)CO,165,6,5,5,0.454545,-3.3772,37.199,180.063,7.50264,206,16,50,55,6.94444,3
COC1=CC(C[N+]([O-])=O)=CC=C1OCC1=CC=CC=C1,153,4,0,6,0.285714,3.0509,74.4664,273.1,7.80286,913,26,96,107,6.55556,4.61111
NC(=O)C1=CC=CC=C1CO,150,2,2,2,0.181818,0.2778,40.8827,151.063,7.55317,150,14,50,56,4.58333,2.63889
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CN=CC=C1,145,2,1,8,0.235294,6.0295,73.5507,540.013,13.8465,3114,78,188,235,20.2222,6.77083
CC(CC1=CC=CC=C1)=NNC1=CC=CC=C1,85,2,1,4,0.222222,3.7171,73.3197,224.131,6.79186,612,19,80,87,4.58333,3.91667
COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,194,4,2,5,0.178571,3.3252,104.624,373.156,7.46311,1915,39,132,152,8.38889,5.83333
CC1=CC=CC=C1\N=N\C1=C(C)C=CC=C1,55.5,2,0,2,0.117647,4.71884,66.534,210.116,7.00386,472,21,78,88,4.94444,3.63889
CSC1=NC2=C(N1)C=CC(NCC1=CC=C(Cl)C=C1)=C2,248,3,2,4,0.181818,4.5503,86.6534,303.06,8.91352,923,27,104,120,5.66667,4.44444
C1=NC=NC=N1,86,3,0,0,0,-0.1284,19.827,81.0327,9.00363,27,3,24,24,1.5,1.5
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,152,5,1,6,0.2,3.9495,106.291,390.241,6.2942,2069,45,144,168,10.1111,6.22222
OC(=O)C1=C(N=CN1)C(O)=O,288,3,3,2,0.181818,-0.1939,32.5063,156.017,10.4011,148,13,52,59,5.19444,2.5
N1N=CC2=C1C=CC=C2,148,1,1,0,0,1.5629,36.0937,118.053,7.87021,79,9,46,53,1.97222,2.02778
NS(=O)(=O)C1=CC=C(Br)C=C1,165.5,2,1,1,0.0909091,1.0965,45.5152,234.93,13.8194,152,13,54,59,5.28472,2.33333
FC(F)(F)C(F)(F)Cl,-99.4,0,0,0,0,2.3803,16.855,153.961,19.2451,58,9,38,40,6.125,1.5625
NC1=CC=C(OCCCCCN2C(=O)C3=CC=CC=C3C2=O)C=C1,113,4,1,7,0.269231,3.1141,92.0094,324.147,7.36699,1664,35,122,142,7.27778,5.38889
OC1=C(NC2=CC(=CC=C12)[N+]([O-])=O)C1=CC=C(C=C1)C1=C(O)C2=C(N1)C=C(C=C2)[N+]([O-])=O,360,6,4,4,0.111111,5.2108,117.666,430.091,9.34981,3214,57,180,220,10.5556,6.77778
NC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,290,4,2,2,0.153846,0.8752,44.4681,182.033,9.58067,240,18,62,70,6.30556,2.91667
CCCC(C)CCC,-121,0,0,4,0.571429,3.2227,38.98,114.141,4.39003,75,6,28,27,4.11111,2.16667
CC1=CC(=C(N)C=C1Cl)[N+]([O-])=O,161,3,1,1,0.0833333,2.13882,47.2558,186.02,9.79051,187,17,58,66,6.05556,2.66667
CCC(C)C1=CC=C(O)C=C1,61.5,1,1,2,0.181818,2.9057,46.8128,150.104,6.00418,160,13,50,55,4.58333,2.61111
FC(F)(F)OC1=CC=C(C=C1)N=C=O,-29,3,0,2,0.142857,2.5525,40.9065,203.019,11.2789,338,15,66,70,6.03472,3.125
NC1=CC=C(C=C1N)C1=CC(N)=C(N)C=C1,176,4,4,1,0.0588235,1.6824,69.5276,214.122,7.13739,440,24,82,95,6.16667,3.5
CC[Si](Cl)(CC)CC,-75,0,0,3,0.428571,3.2304,43.05,150.063,6.52448,64,9,32,34,4.8125,2.125
COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,156.5,3,0,2,0.0952381,2.858,70.838,252.079,8.13157,679,32,102,124,6.02778,4.25
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,144,2,0,1,0.0357143,5.2797,100.021,340.24,5.96913,1276,57,150,193,9.96528,5.10417
CCOC=C(C#N)S(=O)(=O)C1=CC=CC=C1,74,4,0,4,0.25,1.86178,58.9498,237.046,8.77948,443,23,74,84,6.53472,3.83333
CCCCCCCCCC=C,-49.2,0,0,8,0.8,4.3131,52.807,154.172,4.67188,220,8,38,36,4.25,3
ClC1=CC=C(C=C1)C1=CSC(NC(=O)C2=CC=CC=C2)=N1,120,3,1,3,0.130435,4.7158,86.9552,314.028,9.81338,1043,28,108,124,5.91667,4.63889
C\C=C(/C)C1=CC=CC=C1,-23.5,0,0,1,0.1,3.1098,45.767,132.094,6.00427,121,11,44,48,3.72222,2.44444
OC(=O)CCCCCCC(=O)C1=CC=CC=C1,81,2,1,8,0.470588,3.2945,66.1103,234.126,6.6893,674,18,74,78,6.08333,4.02778
Cl[Si](Cl)(Cl)C1=CC=CC=C1,-127,0,0,1,0.1,2.5489,49.389,209.923,13.9948,114,11,48,52,4.42361,2.16667
C(CN1CCOCC1)N1CCOCC1,75,4,0,3,0.2,-0.3492,54.518,200.152,5.88684,343,15,66,72,3.22222,3.25
NC1=C(Cl)C=NC=C1Cl,161,2,1,0,0,1.9706,38.6694,161.975,12.4596,82,11,42,47,4.08333,2.05556
CC1=CC=CC=C1NN=C(C#N)C1=NC(=CS1)C1=CC=CC=C1,144,5,1,4,0.16,4.4583,94.5017,318.094,8.59713,1321,32,116,134,6.41667,5.25
FC1=CC=C(C=C1)N1C(=O)C2ON=C(C2C1=O)C(=O)C1=CC=C2C=CC=CC2=C1,193,5,0,3,0.0909091,3.106,102.969,388.086,9.24014,2235,52,164,202,8.58333,6.19444
FC(F)(F)C(=O)NC(=O)C(F)(F)F,84,2,1,0,0,0.7538,25.2597,208.991,14.9279,252,16,62,66,8.59722,2.66667
OC(=O)C1C2CCC(O2)C1C(O)=O,144,3,2,2,0.142857,-0.0508,40.1466,186.053,8.08925,219,17,70,85,5.41667,2.80556
CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,214,1,1,3,0.136364,3.8264,85.9147,263.167,6.41872,759,34,102,120,5.05556,4.61111
CCOC(=O)C1=C(C)N(C(=C1)C1=CC=CC=C1)C1=CC=CC=C1,97,3,0,4,0.16,4.62942,91.8985,305.142,7.26528,1124,36,118,140,7.02778,5.25
[O-][N+](=O)C1=CC2=C(C=C1)C1=CC=CC3=C1C2=CC=C3[N+]([O-])=O,223,4,0,2,0.08,4.3036,81.6868,292.048,9.73495,940,42,126,157,7.11111,4.66667
CC1CCCN(C1)C(C)=O,-13.6,1,0,0,0,1.2648,40.652,141.115,5.64461,117,11,46,50,4.33333,2.27778
CCCCCCCC(=O)OCCCC,-42.9,2,0,9,0.692308,3.6902,59.243,200.178,5.26783,420,12,52,51,5.61111,3.66667
C1CC2=C(CN1)C=CC=C2,-30,1,1,0,0,1.3323,41.8527,133.089,6.33758,109,12,50,57,2.22222,2.27778
FC(F)(F)C(=O)NCC1=CC=CC=N1,75,2,1,2,0.142857,1.2601,42.1387,204.051,9.71672,336,16,66,71,6.03472,3.08333
NP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,149,3,1,4,0.222222,3.2112,65.9339,249.055,8.58812,556,20,84,92,5.28472,3.75
CC(C(O)=O)C1=CC=C(C)C=C1,41,1,1,2,0.166667,2.18312,47.2298,164.084,6.83682,202,15,56,62,5.44444,2.72222
O\N=C(\C#N)C1=CC=CC=C1,129,3,1,1,0.0909091,1.38848,40.3785,146.048,8.59106,158,13,48,53,3.97222,2.77778
NC1=NC=CC(=N1)C1=CC=NC=C1,81.35,4,1,1,0.0714286,1.1208,49.6754,172.075,8.19404,246,16,64,72,3.58333,2.94444
OC1=CC=C2C(O)=C3C=CC=CC3=CC2=C1O,208,3,3,0,0,3.1098,66.4484,226.063,8.3727,458,31,94,115,5.52778,3.66667
C\C(\C=C\C=C(/C)\C=C\C1=C(C)C=CCC1(C)C)=C/C=O,77.5,1,0,5,0.238095,5.4929,92.096,282.198,6.00422,1114,28,98,108,9.00694,4.81944
C1CC2CCCC(C1)C2,145.5,0,0,0,0,2.9767,39.299,124.125,4.96501,78,10,46,52,1.97222,2
CC(=O)NC(=CC1=CC=CC=C1)C(O)=O,192,2,2,3,0.2,1.2482,55.8715,205.074,7.88746,390,17,68,73,6.19444,3.44444
OC(=O)C1=CC(F)=C(F)C=C1Cl,105.5,1,1,1,0.0833333,2.3164,38.3273,191.979,12.7986,187,17,58,66,6.05556,2.66667
COC1=CC=C(NC(=O)C(C)=NNC(N)=S)C=C1,234,4,3,4,0.222222,0.8428,74.6538,266.084,8.31512,716,22,82,89,7.55556,4.19444
CC(C)C1C=CC(C)=C(\C=N\O)C1=O,146,3,1,2,0.142857,2.174,55.4535,193.11,6.65898,292,21,66,76,6.55556,3.27778
CCCCCCCCC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,21,1,0,8,0.347826,6.12828,93.673,291.199,6.19572,1379,28,102,113,6.44444,5.27778
C1CC2CCCCC2N1,85,1,1,0,0,1.5385,38.3657,125.12,5.21335,79,9,46,53,1.97222,2.02778
CCC1=CC=CN=C1,-0.1,1,0,1,0.125,1.644,33.615,107.073,6.29844,64,7,34,36,2.61111,2
CC1=CC=C(C=C1)[Si](C)(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1,92,0,0,3,0.12,3.71186,104.057,316.165,6.72691,1108,39,122,145,7.72917,5
NC1=CC(F)=CC(F)=C1,39,1,1,0,0,1.547,30.7704,129.039,9.21707,84,9,42,45,4.08333,2
CNC(=O)OC1=CC(C)=C(SC)C=C1,117.5,3,1,2,0.142857,2.43512,58.0437,211.067,7.81729,326,18,64,71,5.94444,3.36111
CCC=CC,-0.41,0,0,1,0.25,1.9725,25.105,70.0783,4.67188,20,2,14,12,2.75,1.5
OC1=C(CC2=C(O)OC3=CC=CC=C3C2=O)C(=O)C2=CC=CC=C2O1,290,6,2,2,0.0714286,2.9014,91.1036,336.063,9.08279,1424,46,138,168,7.86111,5.38889
